i = 1, pred = 0.8584399819374084d0, var = 0.0d0
i = 157.59874, pred = 0.8435370824268382d0, var = 1.3416894332733058d-5
i = 157.79874, pred = 0.843647787283102d0, var = 1.3824115854603899d-5
i = 157.99873, pred = 0.8437090589146563d0, var = 1.4345971994778912d-5
i = 158.19873, pred = 0.8437281819569826d0, var = 1.4971194939948511d-5
i = 158.39873, pred = 0.8437130510938382d0, var = 1.5670665989654434d-5
i = 158.59872, pred = 0.8436714352075135d0, var = 1.6397892680435484d-5
i = 158.79872, pred = 0.8436108675074839d0, var = 1.70932269439002d-5
i = 158.99872, pred = 0.8435380248486701d0, var = 1.7691410574869042d-5
i = 159.19872, pred = 0.8434587880185843d0, var = 1.8131150642553898d-5
i = 159.39871, pred = 0.8433778710214731d0, var = 1.8364826249635645d-5
i = 159.59871, pred = 0.8432987737324693d0, var = 1.836635304905545d-5
i = 159.7987, pred = 0.8432236850206977d0, var = 1.8135555642745646d-5
i = 159.9987, pred = 0.8431533789128062d0, var = 1.76982104704016d-5
i = 160.1987, pred = 0.8430870588721119d0, var = 1.7101699069016163d-5
i = 160.3987, pred = 0.8430224023916305d0, var = 1.640719964242729d-5
i = 160.5987, pred = 0.8429554576119438d0, var = 1.5679981863174675d-5
i = 160.79869, pred = 0.8428807245765491d0, var = 1.4979824300344192d-5
i = 160.99869, pred = 0.8427914770911107d0, var = 1.4353418520867545d-5
i = 161.19868, pred = 0.8426800933863264d0, var = 1.3830121242887173d-5
i = 161.39868, pred = 0.842538760072245d0, var = 1.3421418695148338d-5
i = 161.59868, pred = 0.8423603239177222d0, var = 1.3123558420736807d-5
i = 161.79868, pred = 0.8421391435594872d0, var = 1.2922103792876682d-5
i = 161.99867, pred = 0.8418720587156099d0, var = 1.2797002515000675d-5
i = 162.19867, pred = 0.841559149999587d0, var = 1.2727024654370612d-5
i = 162.39867, pred = 0.8412041679607433d0, var = 1.2692954291975328d-5
i = 162.59866, pred = 0.8408147081150597d0, var = 1.267940424003532d-5
i = 162.79866, pred = 0.8404019076113832d0, var = 1.267550507230491d-5
i = 162.99866, pred = 0.8399797954680586d0, var = 1.267489701816791d-5
i = 163.19865, pred = 0.8395641765417837d0, var = 1.26754845646486d-5
i = 163.39865, pred = 0.8391714928772149d0, var = 1.2679307159783861d-5
i = 163.59865, pred = 0.8388174310023446d0, var = 1.2692666253184838d-5
i = 163.79865, pred = 0.8385157001587548d0, var = 1.2726368552996108d-5
i = 163.99864, pred = 0.838276911367736d0, var = 1.2795743749848071d-5
i = 164.19864, pred = 0.8381079933122869d0, var = 1.2919966327687515d-5
i = 164.39864, pred = 0.8380118820366439d0, var = 1.31202558322467d-5
i = 164.59863, pred = 0.8379876451378834d0, var = 1.3416708013395726d-5
i = 164.79863, pred = 0.8380311578581365d0, var = 1.382386795279402d-5
i = 164.99863, pred = 0.8381358235768438d0, var = 1.4345664336806003d-5
i = 165.19862, pred = 0.8382936481556229d0, var = 1.4970838269680955d-5
i = 165.39862, pred = 0.8384960357368243d0, var = 1.5670279936858847d-5
i = 165.59862, pred = 0.8387346383045471d0, var = 1.6397508060487164d-5
i = 165.79861, pred = 0.8390020476532234d0, var = 1.7092877474112832d-5
i = 165.99861, pred = 0.8392919295424297d0, var = 1.769113008706551d-5
i = 166.19861, pred = 0.83959939612973d0, var = 1.813096873687789d-5
i = 166.3986, pred = 0.8399207850954059d0, var = 1.836476457063409d-5
i = 166.5986, pred = 0.8402536074494578d0, var = 1.8366417093324576d-5
i = 166.7986, pred = 0.8405962068358396d0, var = 1.8135738875930564d-5
i = 166.9986, pred = 0.840947523356232d0, var = 1.7698492794936018d-5
i = 167.1986, pred = 0.8413067033309227d0, var = 1.7102050564241697d-5
i = 167.39859, pred = 0.8416727801268662d0, var = 1.64075854665795d-5
i = 167.59859, pred = 0.8420444663811538d0, var = 1.5680369091063128d-5
i = 167.79858, pred = 0.8424198947348359d0, var = 1.4980182287061097d-5
i = 167.99858, pred = 0.842796530839813d0, var = 1.4353728362586535d-5
i = 168.19858, pred = 0.8431712949633482d0, var = 1.3830372210555756d-5
i = 168.39857, pred = 0.8435406262438546d0, var = 1.3421608386329829d-5
i = 168.59857, pred = 0.8439008561566106d0, var = 1.3123692228720714d-5
i = 168.79857, pred = 0.844248524386907d0, var = 1.2922191435797345d-5
i = 168.99857, pred = 0.844580741588159d0, var = 1.2797054684716d-5
i = 169.19856, pred = 0.8448955542602798d0, var = 1.2727053285926168d-5
i = 169.39856, pred = 0.8451921409863706d0, var = 1.2692968280246313d-5
i = 169.59856, pred = 0.84547085969765d0, var = 1.2679409984054152d-5
i = 169.79855, pred = 0.8457331405286983d0, var = 1.267550729804062d-5
i = 169.99855, pred = 0.8459813900883877d0, var = 1.2674897758199062d-5
i = 170.19855, pred = 0.8462184412373064d0, var = 1.2675484183501203d-5
i = 170.39854, pred = 0.8464473485292691d0, var = 1.2679303963336016d-5
i = 170.59854, pred = 0.8466709311983638d0, var = 1.2692657250646624d-5
i = 170.79854, pred = 0.8468912988464441d0, var = 1.2726348862155658d-5
i = 170.99854, pred = 0.8471097135044224d0, var = 1.2795707401207096d-5
i = 171.19853, pred = 0.8473262893692449d0, var = 1.2919906740175736d-5
i = 171.39853, pred = 0.8475401335964472d0, var = 1.3120167360623706d-5
i = 171.59853, pred = 0.8477492763117933d0, var = 1.3416587996715193d-5
i = 171.79852, pred = 0.8479509502134509d0, var = 1.3823718921147976d-5
i = 171.99852, pred = 0.8481417982495985d0, var = 1.4345496296401727d-5
i = 172.19852, pred = 0.8483181336969895d0, var = 1.4970671666395446d-5
i = 172.39851, pred = 0.8484759913423383d0, var = 1.567014147000658d-5
i = 172.59851, pred = 0.8486114881765261d0, var = 1.6397430845214386d-5
i = 172.79851, pred = 0.8487206501966146d0, var = 1.7092898135288392d-5
i = 172.9985, pred = 0.8487994819375002d0, var = 1.7691280952748314d-5
i = 173.1985, pred = 0.8488439656017106d0, var = 1.813127067913599d-5
i = 173.3985, pred = 0.8488500181473511d0, var = 1.836522558178785d-5
i = 173.5985, pred = 0.8488135091411705d0, var = 1.8367029530582998d-5
i = 173.7985, pred = 0.8487303257636507d0, var = 1.813647949579343d-5
i = 173.99849, pred = 0.848596696516796d0, var = 1.7699325490391822d-5
i = 174.19849, pred = 0.848409330312474d0, var = 1.710293500377437d-5
i = 174.39848, pred = 0.8481659668520456d0, var = 1.6408489231237017d-5
i = 174.59848, pred = 0.8478657787094066d0, var = 1.5681275811990195d-5
i = 174.79848, pred = 0.8475100820333988d0, var = 1.4981107151533456d-5
i = 174.99847, pred = 0.8471027418837728d0, var = 1.4354727238605673d-5
i = 175.19847, pred = 0.8466508674758185d0, var = 1.3831553453862093d-5
i = 175.39847, pred = 0.8461651471908088d0, var = 1.3423142012110156d-5
i = 175.59846, pred = 0.8456600107066564d0, var = 1.312581084119582d-5
i = 175.79846, pred = 0.8451534667996715d0, var = 1.2925188555088966d-5
i = 175.99846, pred = 0.8446664649980451d0, var = 1.2801264945506303d-5
i = 176.19846, pred = 0.8442218371193848d0, var = 1.2732806627033038d-5
i = 176.39845, pred = 0.8438427455365997d0, var = 1.270051568927174d-5
i = 176.59845, pred = 0.8435509059591229d0, var = 1.2688810021623296d-5
i = 176.79845, pred = 0.8433646781119708d0, var = 1.268649304806335d-5
i = 176.99844, pred = 0.8432972812184254d0, var = 1.2686760709547398d-5
i = 177.19844, pred = 0.8433556119444873d0, var = 1.2687053381129743d-5
i = 177.39844, pred = 0.8435395961849067d0, var = 1.2689149259962407d-5
i = 177.59843, pred = 0.8438423533632246d0, var = 1.2699679159074237d-5
i = 177.79843, pred = 0.8442510723104824d0, var = 1.2730956861576918d-5
i = 177.99843, pred = 0.8447483744931188d0, var = 1.2801749728805265d-5
i = 178.19843, pred = 0.8453141452851526d0, var = 1.2937444486555948d-5
i = 178.39842, pred = 0.8459271816552097d0, var = 1.3169007035016997d-5
i = 178.59842, pred = 0.8465669391302022d0, var = 1.353024945081914d-5
i = 178.79842, pred = 0.8472146651500634d0, var = 1.4053227963043339d-5
i = 178.99841, pred = 0.8478544448182306d0, var = 1.476212183511256d-5
i = 179.19841, pred = 0.8484736191464987d0, var = 1.5666590081486564d-5
i = 179.3984, pred = 0.8490628918448269d0, var = 1.6756027310484156d-5
i = 179.5984, pred = 0.8496162898002505d0, var = 1.799626610817826d-5
i = 179.7984, pred = 0.8501307193474538d0, var = 1.9329795141438282d-5
i = 179.9984, pred = 0.8506055956758047d0, var = 2.067980346689283d-5
i = 180.1984, pred = 0.8510422375042865d0, var = 2.1957474805463636d-5
i = 180.39839, pred = 0.8514434436464426d0, var = 2.3071366470687845d-5
i = 180.59839, pred = 0.8518129826967058d0, var = 2.3937376881332194d-5
i = 180.79839, pred = 0.8521552482329372d0, var = 2.448792905469135d-5
i = 180.99838, pred = 0.8524748860975159d0, var = 2.4679239760674366d-5
i = 181.19838, pred = 0.8527765541613536d0, var = 2.4495999377904354d-5
i = 181.39838, pred = 0.8530646779658198d0, var = 2.395296498932116d-5
i = 181.59837, pred = 0.8533432299364487d0, var = 2.309341605369059d-5
i = 181.79837, pred = 0.8536156575626718d0, var = 2.1984559440155976d-5
i = 181.99837, pred = 0.8538845238034557d0, var = 2.071028539068639d-5
i = 182.19836, pred = 0.854151585550546d0, var = 1.9362016553814992d-5
i = 182.39836, pred = 0.8544174440051153d0, var = 1.80287272155796d-5
i = 182.59836, pred = 0.8546816396232375d0, var = 1.6787526134746126d-5
i = 182.79836, pred = 0.8549424959636277d0, var = 1.569626935768856d-5
i = 182.99835, pred = 0.8551973836256488d0, var = 1.4789413295350555d-5
i = 183.19835, pred = 0.8554427035631554d0, var = 1.4077693340865179d-5
i = 183.39835, pred = 0.8556744517727277d0, var = 1.3551375437257678d-5
i = 183.59834, pred = 0.8558884608639102d0, var = 1.3186059657190712d-5
i = 183.79834, pred = 0.8560809908736188d0, var = 1.294956435052306d-5
i = 183.99834, pred = 0.8562491634563608d0, var = 1.2808511094521868d-5
i = 184.19833, pred = 0.8563914493457658d0, var = 1.2733630742817725d-5
i = 184.39833, pred = 0.8565079312098997d0, var = 1.2703394341993933d-5
i = 184.59833, pred = 0.8566004578406847d0, var = 1.2705979816917268d-5
i = 184.79832, pred = 0.8566726991638498d0, var = 1.273978574291838d-5
i = 184.99832, pred = 0.8567298738935053d0, var = 1.2812681561254417d-5
i = 185.19832, pred = 0.8567783196827489d0, var = 1.2940088628711227d-5
i = 185.39832, pred = 0.8568251795592876d0, var = 1.3141880936201016d-5
i = 185.59831, pred = 0.8568777194271061d0, var = 1.3438131138590542d-5
i = 185.79831, pred = 0.8569428575239499d0, var = 1.3843905715556802d-5
i = 185.9983, pred = 0.8570265660969324d0, var = 1.4363737451541154d-5
i = 186.1983, pred = 0.8571336220464819d0, var = 1.4986836182871188d-5
i = 186.3983, pred = 0.8572671438151825d0, var = 1.568436265699955d-5
i = 186.5983, pred = 0.8574285975477247d0, var = 1.6409941285161474d-5
i = 186.7983, pred = 0.8576176896969366d0, var = 1.7103926869629433d-5
i = 186.99829, pred = 0.8578326123877102d0, var = 1.770100460781248d-5
i = 187.19829, pred = 0.8580700807992241d0, var = 1.8139809604054743d-5
i = 187.39828, pred = 0.8583257106940588d0, var = 1.837265630888622d-5
i = 187.59828, pred = 0.8585942590861041d0, var = 1.8373404513963d-5
i = 187.79828, pred = 0.8588699922424018d0, var = 1.8141848303888124d-5
i = 187.99828, pred = 0.8591469987286963d0, var = 1.77037405728008d-5
i = 188.19827, pred = 0.8594195192192644d0, var = 1.710646422491791d-5
i = 188.39827, pred = 0.8596823478925345d0, var = 1.6411203038008565d-5
i = 188.59827, pred = 0.8599311431060157d0, var = 1.568324460781372d-5
i = 188.79826, pred = 0.8601629191880095d0, var = 1.498238872394571d-5
i = 188.99826, pred = 0.8603761928772505d0, var = 1.4355352884901588d-5
i = 189.19826, pred = 0.8605713397909678d0, var = 1.383151428021872d-5
i = 189.39825, pred = 0.8607506488585243d0, var = 1.3422370221893066d-5
i = 189.59825, pred = 0.8609183726001615d0, var = 1.3124170991869715d-5
i = 189.79825, pred = 0.8610805910921896d0, var = 1.2922473651523731d-5
i = 189.99825, pred = 0.8612448205898866d0, var = 1.2797210823666646d-5
i = 190.19824, pred = 0.8614195835228052d0, var = 1.2727137219355794d-5
i = 190.39824, pred = 0.8616138057906844d0, var = 1.2693016942317258d-5
i = 190.59824, pred = 0.8618361248705645d0, var = 1.2679446303189958d-5
i = 190.79823, pred = 0.8620941584995815d0, var = 1.2675542703235963d-5
i = 190.99823, pred = 0.8623938045078884d0, var = 1.2674935246520334d-5
i = 191.19823, pred = 0.862738753924005d0, var = 1.2675519376702436d-5
i = 191.39822, pred = 0.8631299700201287d0, var = 1.2679326440623078d-5
i = 191.59822, pred = 0.8635656171600943d0, var = 1.2692650259736356d-5
i = 191.79822, pred = 0.8640410725315335d0, var = 1.272628856329696d-5
i = 191.99821, pred = 0.8645492143626538d0, var = 1.2795562602361776d-5
i = 192.19821, pred = 0.865081078320928d0, var = 1.2919641342007374d-5
i = 192.39821, pred = 0.8656263139463075d0, var = 1.3119742441984867d-5
i = 192.5982, pred = 0.8661741767049252d0, var = 1.3415969043559435d-5
i = 192.7982, pred = 0.8667142730184483d0, var = 1.3822883152806134d-5
i = 192.9982, pred = 0.8672372213449184d0, var = 1.4344441502224306d-5
i = 193.1982, pred = 0.8677353586300409d0, var = 1.4969422424234183d-5
i = 193.3982, pred = 0.8682031452933558d0, var = 1.566875141069703d-5
i = 193.59819, pred = 0.8686372628718064d0, var = 1.639598244525782d-5
i = 193.79819, pred = 0.8690367928642059d0, var = 1.7091493137054537d-5
i = 193.99818, pred = 0.8694028350598308d0, var = 1.769002339455703d-5
i = 194.19818, pred = 0.8697383754081665d0, var = 1.8130258769847124d-5
i = 194.39818, pred = 0.8700477914473577d0, var = 1.8364532701480213d-5
i = 194.59818, pred = 0.8703365784468703d0, var = 1.8366690410038036d-5
i = 194.79817, pred = 0.8706108696108791d0, var = 1.8136490644475854d-5
i = 194.99817, pred = 0.8708771969946166d0, var = 1.7699639312502786d-5
i = 195.19817, pred = 0.8711421808655775d0, var = 1.710347453245465d-5
i = 195.39816, pred = 0.8714122708892726d0, var = 1.6409145906254375d-5
i = 195.59816, pred = 0.8716935329694578d0, var = 1.568192982892097d-5
i = 195.79816, pred = 0.8719914441829824d0, var = 1.4981626843323687d-5
i = 195.99815, pred = 0.8723106197156922d0, var = 1.4354975267181085d-5
i = 196.19815, pred = 0.8726545890304614d0, var = 1.3831377193795561d-5
i = 196.39815, pred = 0.873025513043375d0, var = 1.342236593909161d-5
i = 196.59814, pred = 0.8734239406465025d0, var = 1.3124223547209772d-5
i = 196.79814, pred = 0.8738486599350492d0, var = 1.2922535251620552d-5
i = 196.99814, pred = 0.874296576077524d0, var = 1.2797257293148717d-5
i = 197.19814, pred = 0.8747628391205255d0, var = 1.2727159219443011d-5
i = 197.39813, pred = 0.8752411766076985d0, var = 1.2693014820363627d-5
i = 197.59813, pred = 0.8757242554583614d0, var = 1.2679426042199817d-5
i = 197.79813, pred = 0.8762043763169078d0, var = 1.2675511628868498d-5
i = 197.99812, pred = 0.8766740177303907d0, var = 1.2674899397316569d-5
i = 198.19812, pred = 0.8771265196274725d0, var = 1.2675482980783913d-5
i = 198.39812, pred = 0.877556525378851d0, var = 1.2679291055236927d-5
i = 198.59811, pred = 0.8779603099772889d0, var = 1.2692613066967631d-5
i = 198.79811, pred = 0.8783359200557614d0, var = 1.2726243582753827d-5
i = 198.99811, pred = 0.8786830427332327d0, var = 1.2795500871362486d-5
i = 199.1981, pred = 0.8790029049609157d0, var = 1.2919551026740425d-5
i = 199.3981, pred = 0.879297863306034d0, var = 1.3119612019810607d-5
i = 199.5981, pred = 0.8795711868145968d0, var = 1.3415787723512285d-5
i = 199.7981, pred = 0.879826681073081d0, var = 1.382264520891355d-5
i = 199.9981, pred = 0.8800684154486363d0, var = 1.4344147796438569d-5
i = 200.19809, pred = 0.8803004491415327d0, var = 1.4969082473874122d-5
i = 200.39809, pred = 0.8805267331122207d0, var = 1.5668387250705064d-5
i = 200.59808, pred = 0.8807507770780347d0, var = 1.63956209080159d-5
i = 200.79808, pred = 0.8809757496886148d0, var = 1.7091168193341327d-5
i = 200.99808, pred = 0.8812042700920045d0, var = 1.7689771841537084d-5
i = 201.19807, pred = 0.8814384077343046d0, var = 1.8130107162646962d-5
i = 201.39807, pred = 0.8816795777808765d0, var = 1.836450249890035d-5
i = 201.59807, pred = 0.8819285313849429d0, var = 1.8366786815810303d-5
i = 201.79807, pred = 0.8821851994725733d0, var = 1.8136706690634024d-5
i = 201.99806, pred = 0.8824485928821627d0, var = 1.7699953874604694d-5
i = 202.19806, pred = 0.882716463406571d0, var = 1.7103855876641117d-5
i = 202.39806, pred = 0.8829851232532799d0, var = 1.640955909833983d-5
i = 202.59805, pred = 0.8832490534864031d0, var = 1.5682340075442504d-5
i = 202.79805, pred = 0.8835005202432341d0, var = 1.4982006498141892d-5
i = 202.99805, pred = 0.8837293275193172d0, var = 1.4355301529650389d-5
i = 203.19804, pred = 0.8839224597356207d0, var = 1.383164140252615d-5
i = 203.39804, pred = 0.8840640891517393d0, var = 1.3422566608625373d-5
i = 203.59804, pred = 0.8841356058793323d0, var = 1.3124366275547393d-5
i = 203.79803, pred = 0.8841160645698827d0, var = 1.2922631075706213d-5
i = 203.99803, pred = 0.8839828025375244d0, var = 1.279731840011704d-5
i = 204.19803, pred = 0.8837123824605312d0, var = 1.2727197184640449d-5
i = 204.39803, pred = 0.8832818788525432d0, var = 1.2693040671599344d-5
i = 204.59802, pred = 0.8826703730887197d0, var = 1.2679447570075718d-5
i = 204.79802, pred = 0.8818605412075052d0, var = 1.2675533968753673d-5
i = 204.99802, pred = 0.8808404295239263d0, var = 1.26749257720053d-5
i = 205.19801, pred = 0.8796051121211835d0, var = 1.2675512952949935d-5
i = 205.39801, pred = 0.8781580115949834d0, var = 1.2679322101297184d-5
i = 205.598, pred = 0.8765119249520594d0, var = 1.2692639883453981d-5
i = 205.798, pred = 0.8746893246668759d0, var = 1.2726260399801851d-5
i = 205.998, pred = 0.8727218987083312d0, var = 1.2795502942747657d-5
i = 206.198, pred = 0.8706493622595366d0, var = 1.2919537445782519d-5
i = 206.398, pred = 0.8685173919678976d0, var = 1.311959483182833d-5
i = 206.59799, pred = 0.8663748757768375d0, var = 1.3415796965849778d-5
i = 206.79799, pred = 0.8642709663888485d0, var = 1.3822739641924196d-5
i = 206.99799, pred = 0.8622519767678112d0, var = 1.4344425047828706d-5
i = 207.19798, pred = 0.8603587403285757d0, var = 1.4969687914499206d-5
i = 207.39798, pred = 0.8586246462795368d0, var = 1.566952032832961d-5
i = 207.59798, pred = 0.8570745547898759d0, var = 1.6397540482852334d-5
i = 207.79797, pred = 0.8557245972893885d0, var = 1.7094187876190085d-5
i = 207.99797, pred = 0.8545826976131942d0, var = 1.7694253302478643d-5
i = 208.19797, pred = 0.8536497157068426d0, var = 1.8136450994748187d-5
i = 208.39796, pred = 0.8529207432590995d0, var = 1.8373121520871526d-5
i = 208.59796, pred = 0.8523864279971002d0, var = 1.837808251454141d-5
i = 208.79796, pred = 0.8520342017813047d0, var = 1.815101696403486d-5
i = 208.99796, pred = 0.8518491635284033d0, var = 1.7717491191002094d-5
i = 209.19795, pred = 0.851814710412337d0, var = 1.7124606305359093d-5
